Quote ID,Property ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status
303,23626,Interior Painting,2987.35,2023-11-08,Watsonmouth,3 days,2024-12-17,Pending
304,31866,Electrical Work,3159.92,2023-11-22,Nicoletown,4 days,2024-10-21,Converted
305,1402,Electrical Work,4675.23,2023-11-01,New Stephaniestad,2 days,2025-07-24,Pending
306,39066,Interior Painting,1518.86,2023-10-03,New Sharon,7 days,2025-05-11,Converted
307,46983,Interior Painting,3706.36,2024-02-10,Williamfurt,7 days,2025-03-17,Converted
308,27337,Electrical Work,3097.9,2024-05-06,East Cynthia,2 days,2025-06-18,Closed
309,1677,HVAC Installation,3642.11,2024-05-12,Juliebury,3 days,2025-02-28,Converted
310,44359,Roof Repair,4930.09,2024-07-01,Dennisland,7 days,2025-01-02,Pending
311,20169,Electrical Work,4063.69,2024-04-07,South Tammie,3 days,2025-07-26,Expired
312,19433,Roof Repair,1210.27,2024-04-17,Port Sean,6 days,2025-02-08,Converted
313,24447,Electrical Work,3638.86,2024-03-08,Stephenmouth,3 days,2025-06-25,Expired
314,33183,Roof Repair,2247.22,2023-11-15,North Nicole,5 days,2025-07-20,Expired
315,25788,Electrical Work,3050.79,2024-05-29,Maryton,4 days,2025-04-23,Converted
316,3000,HVAC Installation,4695.74,2024-08-22,South Davidberg,2 days,2025-08-03,Converted
317,32513,Interior Painting,2045.72,2023-11-01,Williamsburgh,7 days,2025-05-04,Expired
318,44390,Roof Repair,1080.77,2024-01-27,Shieldsstad,7 days,2025-05-14,Closed
319,37203,Electrical Work,3583.91,2024-01-31,East Rebeccafort,4 days,2025-08-25,Expired
320,3229,HVAC Installation,2552.33,2024-02-07,East Aaronborough,5 days,2024-11-24,Pending
321,26275,Electrical Work,1613.52,2024-04-08,New Joel,1 days,2025-06-08,Closed
322,27190,Plumbing,2426.35,2024-07-15,Garzaside,5 days,2025-02-13,Closed
323,32400,HVAC Installation,689.4,2023-11-23,Lake Lindseystad,7 days,2025-04-01,Expired
324,38402,Roof Repair,4845.21,2023-12-22,Mcclurefort,2 days,2025-02-18,Pending
325,32452,Roof Repair,4459.98,2024-07-01,Elizabethbury,7 days,2025-09-14,Expired
326,41178,Plumbing,1430.32,2024-08-09,Karaview,2 days,2025-06-05,Converted
327,9956,Electrical Work,1465.0,2024-04-07,West Susanton,5 days,2025-01-26,Closed
328,28993,Interior Painting,2698.98,2023-10-19,North Melissa,1 days,2025-04-16,Converted
329,19049,HVAC Installation,1660.86,2024-07-08,Lake Hannahhaven,5 days,2024-09-26,Converted
330,29088,Interior Painting,2762.92,2024-01-21,Williamsburgh,4 days,2025-01-25,Closed
331,10975,HVAC Installation,2689.04,2024-06-08,Lake David,4 days,2025-01-15,Expired
332,27861,Interior Painting,4439.95,2024-08-13,Matthewport,7 days,2024-12-20,Expired
333,4096,Electrical Work,577.39,2023-11-17,North Joanne,7 days,2024-10-15,Pending
334,19905,Electrical Work,2909.08,2024-09-13,Port Josephchester,4 days,2025-02-21,Expired
335,40060,Roof Repair,973.61,2023-11-07,Aprilmouth,5 days,2025-08-09,Converted
336,28590,HVAC Installation,4075.77,2024-02-08,Barbaratown,7 days,2024-10-21,Converted
337,35110,Roof Repair,3753.28,2024-04-28,North Alicia,3 days,2024-10-22,Expired
338,26484,Interior Painting,2336.88,2024-03-15,Lake Angela,7 days,2024-11-03,Pending
339,39502,Roof Repair,4600.15,2024-08-02,West Brianville,6 days,2024-12-15,Converted
340,46683,Electrical Work,673.86,2023-10-14,Lake Cynthialand,4 days,2025-07-01,Converted
341,9052,Interior Painting,3106.76,2023-10-18,Timothymouth,7 days,2025-04-05,Expired
342,17707,Plumbing,2964.3,2024-04-30,East Samuel,5 days,2025-02-19,Pending
343,15965,Plumbing,4596.36,2024-05-17,Jessicaberg,1 days,2025-07-02,Pending
344,40083,Plumbing,4440.34,2024-03-01,North Ryanmouth,7 days,2025-07-17,Expired
345,26539,Electrical Work,2433.46,2024-08-23,Ericmouth,6 days,2024-09-17,Closed
346,9880,Electrical Work,2237.76,2024-08-25,Lake Helenstad,6 days,2024-11-05,Converted
347,16120,Electrical Work,969.51,2024-08-21,Devinchester,5 days,2025-06-16,Expired
348,48638,HVAC Installation,869.64,2023-10-11,Millston,2 days,2024-09-25,Expired
349,27235,HVAC Installation,2236.15,2024-07-29,East Jonathantown,1 days,2025-07-04,Pending
350,24255,HVAC Installation,2598.36,2024-07-30,Mcclainland,7 days,2025-01-27,Expired
351,2708,Electrical Work,3430.49,2024-03-13,Hawkinsville,1 days,2025-02-21,Closed
352,20539,HVAC Installation,3459.64,2023-11-10,Michaelborough,7 days,2024-12-11,Expired
353,25308,Roof Repair,4703.64,2023-10-20,South Karen,5 days,2024-11-24,Pending
354,4056,Electrical Work,2404.02,2024-07-13,Nancyton,1 days,2025-09-07,Closed
355,6847,Electrical Work,3302.82,2023-12-25,Chenstad,4 days,2024-12-30,Expired
356,7629,Interior Painting,2500.87,2024-08-11,Port Nicolefurt,3 days,2025-03-03,Expired
357,44260,Plumbing,3839.36,2024-06-22,West Nicolemouth,4 days,2024-09-18,Closed
358,20657,Plumbing,4934.4,2024-05-10,South Trevor,4 days,2025-02-24,Pending
359,25600,Plumbing,2757.12,2023-10-31,Aimeeburgh,7 days,2025-04-03,Expired
360,44741,Interior Painting,3121.64,2024-04-09,Lake Melissa,5 days,2025-09-14,Closed
361,34858,HVAC Installation,685.72,2024-04-29,Saraton,7 days,2024-09-16,Converted
362,22564,Interior Painting,4143.04,2023-11-29,West Joshua,4 days,2025-04-25,Converted
363,832,Electrical Work,2414.16,2024-05-02,Williamschester,7 days,2025-03-20,Expired
364,23459,Roof Repair,3849.78,2023-11-28,North Samantha,1 days,2025-09-04,Closed
365,38383,Roof Repair,1512.71,2024-05-26,East Matthewshire,7 days,2024-11-09,Closed
366,23286,Interior Painting,3645.14,2023-11-10,West Sheilaburgh,6 days,2025-08-13,Closed
367,31485,Electrical Work,2677.04,2023-11-15,North Stephen,4 days,2025-01-25,Closed
368,32817,Interior Painting,3978.83,2024-09-06,North Gina,6 days,2025-04-11,Converted
369,38952,Roof Repair,3028.58,2024-02-27,New Christineville,2 days,2025-03-21,Converted
370,5868,Plumbing,1493.87,2024-03-14,Port Johnfort,4 days,2025-07-31,Expired
371,11743,HVAC Installation,1328.15,2024-05-24,Lake Shannonhaven,1 days,2024-12-01,Pending
372,11732,HVAC Installation,3858.57,2024-04-20,Kaitlinburgh,1 days,2025-02-27,Expired
373,47561,Roof Repair,3979.98,2024-01-18,West Linda,7 days,2024-12-04,Pending
374,42592,Interior Painting,1876.73,2024-02-02,Cooperland,6 days,2024-10-23,Converted
375,14547,Interior Painting,952.59,2023-12-04,North Suzanne,5 days,2025-03-31,Closed
376,45041,Electrical Work,1016.83,2024-05-18,Port Judith,3 days,2025-01-23,Expired
377,16169,Interior Painting,2797.4,2023-12-11,Moorechester,2 days,2025-03-15,Converted
378,27769,Electrical Work,2510.65,2024-04-29,Christinestad,3 days,2025-06-23,Closed
379,22987,Electrical Work,4200.26,2024-06-26,Lechester,3 days,2025-02-05,Converted
380,39780,Plumbing,2754.68,2024-03-01,New Josephshire,5 days,2024-12-26,Expired
381,44246,Roof Repair,3994.52,2023-12-25,Angelafurt,6 days,2024-11-17,Pending
382,27507,Plumbing,3637.05,2024-04-11,North Larry,2 days,2024-10-16,Pending
383,39870,HVAC Installation,3400.22,2024-09-12,Josephfurt,6 days,2024-11-26,Expired
384,13457,Roof Repair,4957.21,2024-09-05,Taylorburgh,2 days,2024-10-27,Pending
385,20245,HVAC Installation,3655.56,2024-04-30,East Eric,3 days,2024-10-05,Closed
386,14599,Electrical Work,714.34,2023-12-10,Lake Lauraton,3 days,2025-03-01,Converted
387,10700,Roof Repair,4956.71,2024-02-17,North Jamesland,2 days,2024-11-22,Expired
388,42106,Roof Repair,4027.2,2023-12-04,Clarktown,5 days,2024-12-16,Pending
389,45589,HVAC Installation,4181.52,2024-04-17,South Paulaland,3 days,2024-11-18,Expired
390,47890,Roof Repair,1441.08,2024-08-13,North Anthonymouth,6 days,2025-03-01,Converted
391,18738,Interior Painting,3647.79,2024-01-09,Anthonychester,1 days,2024-11-01,Expired
392,9485,HVAC Installation,2669.71,2024-05-07,North James,7 days,2025-06-08,Expired
393,12204,Plumbing,2846.05,2024-02-09,Johnnystad,7 days,2025-09-07,Converted
394,22215,Plumbing,1773.26,2024-06-30,Danielbury,1 days,2024-10-31,Closed
395,15555,Plumbing,2435.57,2024-03-19,Coreymouth,5 days,2025-03-25,Pending
396,22655,Interior Painting,3977.6,2024-08-01,New Christian,5 days,2025-05-30,Converted
397,47134,Electrical Work,4608.23,2023-09-18,South Rachelshire,7 days,2025-07-14,Expired
398,44171,Electrical Work,4878.85,2023-09-21,South Barbara,2 days,2025-02-25,Closed
399,10520,Roof Repair,2480.18,2024-05-04,North Linda,1 days,2025-01-10,Expired
400,34344,Roof Repair,4278.96,2024-04-08,North Lukeview,5 days,2025-08-23,Pending
401,47762,HVAC Installation,4074.26,2024-06-19,Gibsonmouth,1 days,2025-06-07,Converted
402,33722,Electrical Work,2443.98,2023-11-19,Michaelborough,4 days,2025-04-23,Expired
403,6331,HVAC Installation,611.99,2023-10-28,North Jackson,5 days,2025-02-13,Expired
404,44165,HVAC Installation,3579.44,2024-06-05,New Earlport,6 days,2024-10-28,Closed
405,25069,HVAC Installation,975.57,2023-11-12,Coopermouth,3 days,2024-12-24,Pending
406,49665,Plumbing,2394.85,2024-06-16,Carpenterfort,6 days,2025-08-07,Closed
407,39008,Roof Repair,2068.83,2024-04-01,Mosleymouth,1 days,2024-12-27,Converted
408,2493,Interior Painting,3677.83,2024-06-20,Summersburgh,1 days,2025-04-23,Pending
409,23589,Plumbing,1474.17,2024-07-10,North Deborahstad,3 days,2025-02-01,Closed
410,20247,Electrical Work,1571.63,2024-05-22,Ericaland,3 days,2025-05-21,Pending
411,23712,Electrical Work,4463.57,2023-12-08,Lake Amy,7 days,2024-10-21,Expired
412,13947,HVAC Installation,2004.31,2023-12-16,Lake Patricia,7 days,2025-03-27,Pending
413,38930,Roof Repair,524.79,2024-05-27,Port Dale,1 days,2025-01-02,Pending
414,19331,Roof Repair,3344.09,2024-08-09,Harmonborough,7 days,2024-10-18,Converted
415,36073,Electrical Work,3553.45,2023-11-17,East Maria,6 days,2024-10-04,Converted
416,39312,Roof Repair,2573.15,2024-05-20,Jonathanport,3 days,2024-11-06,Pending
417,12384,HVAC Installation,3011.04,2023-11-08,Kellyport,7 days,2025-06-26,Converted
418,1809,Roof Repair,872.08,2023-11-19,East Mary,7 days,2025-02-20,Pending
419,344,Plumbing,2188.97,2024-04-30,Port Samantha,7 days,2025-02-28,Closed
420,45060,HVAC Installation,4841.21,2023-11-13,Kramertown,1 days,2024-10-25,Closed
421,48479,Interior Painting,560.83,2024-01-05,New James,5 days,2025-08-07,Converted
422,28237,Interior Painting,503.02,2023-09-27,Johnfort,5 days,2025-03-12,Closed
423,11779,Electrical Work,3510.72,2024-01-18,Howelltown,5 days,2025-01-30,Expired
424,45966,Interior Painting,535.37,2024-01-23,Elizabethville,2 days,2024-10-01,Expired
425,20028,Roof Repair,3483.1,2024-04-28,New Harryberg,1 days,2025-02-03,Pending
426,6019,Electrical Work,2574.64,2024-07-31,Stevenberg,7 days,2024-12-31,Closed
427,34985,Electrical Work,4763.5,2024-08-28,North Gregoryview,2 days,2024-12-09,Converted
428,16880,Roof Repair,2976.26,2024-04-19,Lake Jacqueline,4 days,2025-03-01,Pending
429,46998,Plumbing,1378.24,2023-10-13,Smithbury,1 days,2025-08-03,Pending
430,9725,HVAC Installation,2327.13,2024-08-12,East Mark,5 days,2024-12-10,Converted
431,13372,Interior Painting,1220.36,2023-12-05,Rosalesmouth,6 days,2025-09-14,Closed
432,38769,Electrical Work,2360.61,2023-09-16,North Marilyn,5 days,2025-07-16,Closed
433,3560,Interior Painting,917.94,2023-10-04,Port Crystal,4 days,2025-08-30,Pending
434,49151,Electrical Work,1245.57,2024-05-31,West Spencer,4 days,2025-09-09,Pending
435,48525,Roof Repair,2917.24,2024-08-17,Nathanland,2 days,2024-10-27,Expired
436,42696,Roof Repair,2152.64,2024-04-06,Amybury,2 days,2024-09-18,Expired
437,32597,Interior Painting,3612.7,2024-08-15,Marvinfort,1 days,2025-05-10,Closed
438,28252,Interior Painting,4538.97,2023-10-29,Jesuston,7 days,2025-07-10,Closed
439,7010,Plumbing,1523.72,2024-03-27,Lake Kelli,1 days,2025-05-30,Expired
440,17541,Plumbing,2795.41,2024-07-25,North Duane,5 days,2025-04-03,Pending
441,37808,Plumbing,2759.28,2024-04-24,Wardberg,1 days,2025-04-11,Expired
442,8091,Plumbing,2933.51,2024-08-03,Jessicaville,7 days,2025-08-25,Closed
443,34598,Interior Painting,1517.66,2024-09-01,North Robert,3 days,2024-11-27,Pending
444,20282,Roof Repair,1201.3,2023-11-10,Port Lindatown,2 days,2024-12-25,Expired
445,23924,Interior Painting,2554.32,2024-04-21,Marshallberg,3 days,2025-07-25,Converted
446,39513,Plumbing,3797.45,2024-04-18,East Lisaberg,5 days,2024-12-10,Converted
447,27426,HVAC Installation,2592.93,2024-07-11,Petersfort,2 days,2025-05-21,Expired
448,40351,Interior Painting,1833.36,2024-02-27,Port Melissa,7 days,2024-11-22,Converted
449,16252,HVAC Installation,2110.24,2024-08-21,West Judy,4 days,2025-06-07,Closed
450,46151,Electrical Work,3008.02,2024-01-20,Carlsontown,1 days,2025-03-23,Expired
451,30815,Plumbing,4784.04,2023-09-29,South Christopherport,6 days,2025-02-25,Converted
452,31809,HVAC Installation,4706.76,2024-02-08,West Larrystad,4 days,2025-02-02,Pending
453,36637,Plumbing,720.95,2024-06-14,Shawnville,1 days,2025-02-23,Converted
454,985,Roof Repair,1125.07,2024-05-25,East Christinechester,1 days,2025-02-10,Closed
455,17963,Interior Painting,3659.59,2024-04-22,Garcialand,1 days,2025-03-20,Pending
456,13613,HVAC Installation,4581.95,2023-09-21,North Davidfurt,6 days,2025-09-07,Converted
457,4291,HVAC Installation,4609.55,2024-04-15,East Suzannefort,7 days,2025-08-28,Converted
458,45012,HVAC Installation,4933.0,2024-09-02,East Monicamouth,2 days,2025-06-20,Expired
459,662,Plumbing,4530.56,2024-02-16,New Amyshire,7 days,2024-12-07,Expired
460,30346,Roof Repair,1054.11,2024-01-23,Wardport,4 days,2025-06-16,Converted
461,38249,Electrical Work,2636.16,2023-11-19,Houstonville,6 days,2025-08-23,Pending
462,15939,Electrical Work,728.59,2024-03-10,New Brian,5 days,2025-03-12,Expired
463,19031,Interior Painting,3973.41,2024-03-25,New Glenside,7 days,2025-03-09,Pending
464,46922,Plumbing,3113.63,2023-09-30,Timothyshire,4 days,2024-09-30,Converted
465,26746,HVAC Installation,774.28,2024-05-02,South Debbiestad,1 days,2024-10-25,Converted
466,49974,Electrical Work,2536.41,2024-07-02,Griffithberg,3 days,2024-10-23,Closed
467,409,Roof Repair,3831.6,2024-08-25,West Taylor,4 days,2025-04-26,Converted
468,45021,Roof Repair,2751.69,2024-04-29,Port Amandafurt,6 days,2025-07-06,Pending
469,27206,Roof Repair,713.4,2023-11-08,Langberg,5 days,2025-05-12,Converted
470,30508,Plumbing,1707.33,2023-12-05,South Brady,5 days,2024-11-16,Converted
471,48170,Interior Painting,2078.69,2023-11-21,Dixonchester,4 days,2025-04-28,Pending
472,27506,Plumbing,3080.06,2024-03-23,Thomashaven,6 days,2025-07-24,Expired
473,24650,HVAC Installation,4548.83,2024-05-18,Lake Harryshire,5 days,2025-02-24,Closed
474,46946,Roof Repair,1225.42,2024-06-11,West Ronald,1 days,2025-05-27,Expired
475,35038,Electrical Work,2848.21,2024-04-04,Lake Stephenton,6 days,2025-03-11,Expired
476,27652,Plumbing,4347.33,2024-07-05,Lake Yvonne,3 days,2025-03-15,Expired
477,37945,Roof Repair,2575.81,2024-03-29,Port Maria,7 days,2025-08-06,Pending
478,25825,HVAC Installation,4839.58,2023-09-29,Nelsonshire,5 days,2024-11-29,Converted
479,45102,Plumbing,1851.49,2024-06-24,North Coleshire,4 days,2024-11-01,Pending
480,20043,Roof Repair,1343.93,2024-09-12,West Cynthia,1 days,2024-11-09,Expired
481,48577,Electrical Work,3580.37,2024-07-26,West Kevin,5 days,2025-04-21,Converted
482,2050,Electrical Work,4726.8,2024-01-03,West Robertbury,3 days,2025-09-09,Pending
483,3850,Electrical Work,1840.11,2024-09-15,North James,5 days,2025-07-20,Converted
484,13181,Electrical Work,1012.22,2024-02-01,Cainmouth,5 days,2025-04-02,Converted
485,47134,Electrical Work,4514.31,2024-03-15,Hardyville,4 days,2024-10-12,Converted
486,43336,Interior Painting,1492.43,2024-03-19,East Emilymouth,4 days,2024-12-14,Closed
487,2167,Plumbing,4708.94,2024-02-03,Timothymouth,3 days,2025-09-10,Converted
488,11213,Plumbing,2071.88,2024-08-21,West Sherri,5 days,2024-10-15,Pending
489,3384,Electrical Work,2820.87,2024-05-03,Martinland,3 days,2025-05-24,Converted
490,47549,Interior Painting,1361.07,2023-10-25,Lake Robinfort,3 days,2024-12-18,Closed
491,35829,Interior Painting,1092.88,2024-04-09,Lake Richard,4 days,2025-08-25,Closed
492,31217,HVAC Installation,2810.06,2024-09-07,Lake Jessica,6 days,2024-11-28,Closed
493,8688,Electrical Work,4311.43,2023-11-22,Lake Joshuaport,4 days,2025-06-10,Expired
494,3539,Electrical Work,1457.56,2023-12-29,North Cynthiafort,5 days,2024-10-14,Closed
495,17151,Roof Repair,1370.05,2024-05-13,Stacyberg,6 days,2024-11-01,Converted
496,3770,Electrical Work,994.52,2024-05-28,Brandymouth,2 days,2025-02-27,Expired
497,5482,Plumbing,1347.02,2024-08-08,Johnsonview,1 days,2024-10-07,Expired
498,3711,Plumbing,3859.05,2024-08-23,New Jenniferview,2 days,2024-12-14,Expired
499,321,Electrical Work,3539.95,2023-11-03,Shaneville,5 days,2025-01-21,Closed
500,37016,HVAC Installation,545.3,2024-02-07,North Robert,1 days,2025-07-10,Expired
501,7599,Interior Painting,1446.42,2023-10-18,Torresfort,4 days,2024-12-20,Closed
502,17569,Electrical Work,1414.2,2024-03-12,Newtonbury,1 days,2024-09-28,Closed
503,5120,HVAC Installation,3772.23,2024-04-10,Matthewberg,5 days,2025-02-04,Closed
504,8887,Plumbing,2115.26,2023-12-18,South Melissaview,1 days,2025-01-01,Converted
505,11892,Electrical Work,4992.62,2024-03-28,Port Eric,2 days,2025-04-16,Converted
506,16036,Electrical Work,4227.88,2023-09-17,East Gary,3 days,2025-04-23,Converted
507,7345,Interior Painting,1822.58,2023-12-13,Murrayborough,2 days,2025-02-09,Expired
508,10785,Electrical Work,2391.57,2024-08-03,Fullerport,6 days,2025-02-27,Pending
509,708,Roof Repair,1058.92,2024-07-17,Ericburgh,3 days,2024-12-26,Closed
510,43127,Interior Painting,4635.0,2024-01-04,Rosestad,6 days,2025-02-21,Converted
511,17475,Roof Repair,3410.34,2023-11-10,Port Jeannefort,3 days,2025-05-07,Converted
512,1702,Plumbing,3387.72,2023-12-07,East Mary,4 days,2025-08-24,Expired
513,44140,Electrical Work,3449.32,2024-02-17,Tiffanymouth,6 days,2025-07-24,Closed
514,17140,Roof Repair,4381.2,2023-09-25,Clarkside,1 days,2024-09-23,Closed
515,13333,Plumbing,3326.96,2023-10-10,West Sharonside,4 days,2024-10-09,Pending
516,33639,Electrical Work,4847.32,2024-03-19,Jenniferbury,7 days,2025-03-25,Closed
517,18315,Plumbing,2632.91,2024-06-27,Murphyburgh,4 days,2025-03-07,Pending
518,12528,Interior Painting,3230.36,2023-11-05,Wattsmouth,6 days,2025-04-27,Pending
519,34354,Interior Painting,1119.56,2024-08-08,South Sarah,5 days,2025-02-12,Expired
520,30609,Interior Painting,4843.85,2024-03-09,Jimenezfort,4 days,2025-07-17,Pending
521,47731,Electrical Work,819.22,2024-08-20,Valenciafort,2 days,2025-04-09,Converted
522,49754,Interior Painting,2635.11,2024-07-11,East Steven,4 days,2025-06-17,Closed
523,43043,Plumbing,1550.17,2023-10-02,Lake Ashley,5 days,2024-10-15,Expired
524,16231,Interior Painting,3593.19,2024-04-24,Frostfort,2 days,2025-04-08,Expired
525,26009,Plumbing,1593.42,2024-04-06,South Courtney,1 days,2024-10-25,Closed
526,32408,Interior Painting,1308.92,2024-09-01,New Keith,5 days,2025-06-25,Closed
527,36055,Roof Repair,864.23,2024-07-20,South Deborahfort,7 days,2025-05-14,Closed
528,6158,Electrical Work,3066.27,2024-04-21,Batesside,5 days,2025-02-04,Closed
529,44301,Plumbing,2292.78,2024-02-26,Parksfurt,2 days,2025-02-03,Converted
530,43732,HVAC Installation,598.31,2024-07-27,Kelseyburgh,2 days,2025-02-23,Closed
531,41851,Electrical Work,783.17,2023-10-12,Parkerview,4 days,2025-02-07,Closed
532,32782,Roof Repair,4259.83,2024-07-01,South Amberborough,3 days,2025-01-01,Expired
533,25907,Roof Repair,723.05,2024-03-21,West Saraport,5 days,2025-04-04,Pending
534,37945,HVAC Installation,4020.59,2024-02-20,Dawnbury,1 days,2024-11-26,Expired
535,48079,Interior Painting,3834.87,2024-03-17,South Sara,2 days,2024-12-21,Closed
536,21306,Electrical Work,3908.28,2024-09-02,South Stevenfort,7 days,2025-04-01,Closed
537,2539,HVAC Installation,2399.29,2024-06-22,Bryantstad,1 days,2025-08-11,Expired
538,16727,Interior Painting,3473.17,2024-01-19,South Alex,3 days,2025-05-28,Closed
539,24996,Roof Repair,2447.33,2024-04-28,Woodstad,2 days,2025-08-27,Expired
540,15825,HVAC Installation,2073.25,2024-07-09,West Amandashire,5 days,2025-04-04,Converted
541,47469,Plumbing,3403.47,2024-05-03,Carolburgh,5 days,2025-01-14,Closed
542,38112,Roof Repair,3078.09,2024-04-12,Perrymouth,6 days,2025-03-21,Pending
543,22337,Interior Painting,2345.56,2024-02-16,Johnfurt,6 days,2024-12-22,Pending
544,18576,Electrical Work,2450.47,2023-10-01,Kimberlymouth,6 days,2025-08-04,Pending
545,24929,Interior Painting,684.21,2024-05-30,Ericaland,3 days,2025-06-02,Closed
