Company ID,Company Name,Service Areas,Pricing Models,Competitor Pricing,Service Offerings,Client Feedback and Ratings
239,"Howard, Rodriguez and Anderson","Walterton, Hughestown",Project-based,Lower,"Cleaning, Renovation, Plumbing, Electrical",4.9
240,"Casey, Mitchell and Gordon","Port Glenn, Port Connie, East Brenda",Flat Rate,Higher,"Cleaning, Plumbing",4.6
241,Pace-Cameron,"North Amy, Port Rebecca",Hourly Rate,Competitive,Electrical,3.7
242,Perkins-Mendoza,"West Michael, West Manuelstad",Subscription,Lower,Maintenance,4.8
243,Moore-Smith,"Bensonside, North Laurie, Thomasfurt",Project-based,Lower,"Maintenance, HVAC, Roofing",4.0
244,Tucker Group,"Marytown, Shawnville, Lake Regina",Subscription,Lower,"Plumbing, Painting",3.9
245,"Alexander, Taylor and Wise",South Abigailfurt,Project-based,Competitive,"Painting, Plumbing",4.1
246,Huff PLC,"North Ashleyland, South Ryan, New Ryanberg",Subscription,Higher,"Plumbing, Maintenance, Roofing, Cleaning",3.6
247,"Floyd, Rollins and Alvarez","North Deborahmouth, East Daniel, Ginamouth",Project-based,Competitive,Plumbing,4.8
248,Burns PLC,Robertbury,Flat Rate,Higher,"HVAC, Renovation, Maintenance, Roofing",4.0
249,Newman Ltd,"Austinberg, Stephensbury",Flat Rate,Competitive,Maintenance,4.9
250,"Burton, Green and Willis","South Heatherville, Port Amandaport",Flat Rate,Lower,"Electrical, Cleaning",4.0
251,Green-Williams,"Harveyview, New William",Project-based,Competitive,"Maintenance, Electrical, Roofing, Cleaning, Renovation",4.7
252,Brown PLC,"North Tabitha, Robertport, Feliciaborough",Flat Rate,Lower,"Painting, HVAC, Renovation, Electrical",4.2
253,Gray-Merritt,"North Aaronchester, Alexanderhaven, Millerport",Hourly Rate,Lower,"Roofing, HVAC, Painting",4.3
254,Bean LLC,"North Thomas, Port Wayneville, Bobbystad",Flat Rate,Lower,"Maintenance, Roofing, Cleaning, Plumbing, Painting",4.8
255,Rocha Ltd,"Danielport, North Richardville, South Stevechester",Flat Rate,Lower,"Renovation, Electrical, Roofing, Maintenance",3.9
256,Daniel PLC,"East Robert, Jameschester, Smithborough",Project-based,Higher,"Maintenance, HVAC, Plumbing, Renovation",4.7
257,"Evans, Jackson and Sims",Dunntown,Subscription,Higher,"Painting, HVAC, Renovation",3.6
258,Taylor-Alvarez,"West Natashafort, Mortonstad",Hourly Rate,Lower,"Electrical, Painting, Plumbing, Maintenance",4.3
259,"Hernandez, Johnson and Benson","New Marilynberg, North Janetown",Flat Rate,Lower,"Renovation, Maintenance, Electrical, Painting",3.7
260,Rodriguez-Guzman,"Cochranmouth, Hernandezburgh, South Christopher",Subscription,Lower,"Plumbing, Maintenance, Cleaning, HVAC, Roofing",4.7
261,Elliott and Sons,Perkinsbury,Flat Rate,Lower,"Painting, HVAC, Cleaning, Renovation, Electrical",3.8
262,Summers LLC,"Port Sean, Howellbury",Subscription,Competitive,"HVAC, Roofing, Renovation",3.5
263,"Cook, Wu and Thomas",North Sydneychester,Project-based,Higher,"HVAC, Painting, Maintenance",3.2
264,"Murphy, Roberts and Lee",Villarrealhaven,Flat Rate,Competitive,"Roofing, HVAC, Cleaning",3.2
265,"Palmer, Cox and Hernandez","West Danielshire, Dominicview",Hourly Rate,Competitive,Electrical,3.8
266,Jackson and Sons,"New Markhaven, South Matthewfurt, New Latasha",Project-based,Competitive,"Maintenance, Electrical, Renovation",4.6
267,"Ward, Elliott and Mata","Jessicaland, Michaelville",Project-based,Higher,Painting,3.4
268,"Silva, Robinson and Doyle",Brownside,Subscription,Higher,"HVAC, Plumbing, Electrical",3.7
269,"White, Little and Carpenter","New Coltonstad, East Lauren, Whiteborough",Subscription,Competitive,Maintenance,3.3
270,"Schaefer, Boyd and Herman",Lake Jennifermouth,Hourly Rate,Higher,Electrical,4.4
271,"Nunez, Hicks and Bailey",Lake Samantha,Subscription,Higher,"Cleaning, Painting, Plumbing, Maintenance",4.7
272,Harmon-Johnston,Lonniehaven,Flat Rate,Higher,"Painting, HVAC",4.6
273,Hughes PLC,"North Stephaniemouth, Lake Edwardland",Flat Rate,Lower,"Maintenance, Painting, Plumbing",3.8
274,"Reid, Stanley and Sanford","East Megan, Sarafort",Subscription,Higher,"Roofing, Renovation, Maintenance, Cleaning",3.1
275,Cunningham-Hanson,"Meganhaven, Watersshire, Gutierrezton",Project-based,Competitive,"Electrical, Renovation",3.3
276,Rodriguez LLC,"South Brandon, Richardstad",Subscription,Competitive,"Cleaning, Maintenance, Roofing, Plumbing",4.6
277,Bates-Johnson,"East Stephenhaven, Pagechester, Stevensbury",Project-based,Higher,"Plumbing, Roofing, Renovation, Electrical",3.1
278,"Green, Moore and Hamilton","Sheltonton, Alvaradoburgh",Subscription,Lower,"Painting, Plumbing",3.6
279,"Gomez, Simpson and Mclaughlin","Marthaland, Browningside",Hourly Rate,Competitive,"Painting, HVAC, Cleaning, Renovation",4.5
280,Martinez Ltd,Justinshire,Project-based,Competitive,"Renovation, Maintenance, Roofing, Painting",3.2
281,Hughes LLC,"Woodland, Torresmouth",Project-based,Competitive,"Electrical, Maintenance",3.6
282,"Gomez, Frederick and Tapia","Amyburgh, East Stephanie",Subscription,Higher,"Maintenance, Cleaning, Renovation",3.5
283,Smith and Sons,"Port Loriview, Michaelbury",Flat Rate,Competitive,"Cleaning, HVAC, Roofing, Electrical, Plumbing",4.0
284,"Whitehead, Young and Wade","Port Raymondmouth, Iantown, Josemouth",Hourly Rate,Higher,"Plumbing, Renovation",4.8
285,Obrien LLC,Rachelfurt,Hourly Rate,Competitive,"Renovation, Painting, Plumbing",3.3
286,"Schmidt, Mcgee and Simmons","Lake Lindabury, New Teresaberg, East Jessica",Hourly Rate,Lower,"Cleaning, HVAC, Renovation, Roofing",5.0
287,Williams-Taylor,Port Josephberg,Project-based,Higher,"Renovation, Plumbing, Cleaning, HVAC",4.6
288,"Salinas, Castro and Grant",Michaelton,Subscription,Higher,"Roofing, Renovation, Plumbing, HVAC, Painting",3.2
289,"Shah, Price and Christensen","Henryborough, Mckayberg, East William",Flat Rate,Lower,"Maintenance, Plumbing, Cleaning",5.0
290,Wilson-Thompson,"East Frances, Christianview, West Ricky",Flat Rate,Higher,Plumbing,3.2
291,Watkins and Sons,"Port Jonathanmouth, Howardtown",Flat Rate,Competitive,"Cleaning, Renovation, Roofing",4.5
292,Duarte PLC,Mayburgh,Project-based,Higher,"Maintenance, Renovation, HVAC",4.6
293,Butler PLC,Port Tricia,Project-based,Competitive,"Roofing, Renovation, HVAC, Maintenance, Cleaning",4.9
294,Hunt-Gomez,South Samanthaton,Subscription,Competitive,"Plumbing, Renovation, Roofing",4.7
295,"Rodriguez, Smith and Kelly",Dixonmouth,Subscription,Lower,Painting,4.0
296,Taylor-Griffith,"Port Karenland, North Lisaport",Project-based,Higher,"Cleaning, Electrical, HVAC, Maintenance",4.1
297,"Mcdonald, Molina and Lewis",North Michaelchester,Subscription,Higher,Cleaning,4.5
298,Carter-Roth,"Angelabury, Port Ashley",Hourly Rate,Competitive,"HVAC, Plumbing, Roofing, Maintenance, Renovation",4.3
299,"Ryan, Thornton and Guerrero",Wilcoxville,Hourly Rate,Higher,"Maintenance, Renovation, Cleaning",4.3
300,Allen-Ortega,New Heatherbury,Project-based,Lower,"Electrical, HVAC, Roofing, Cleaning",3.4
301,Gaines Group,"New Candice, Jonesborough, Sloanborough",Hourly Rate,Higher,"Cleaning, Painting, Maintenance, Roofing, Renovation",4.5
302,Hill-Blackwell,"Amyberg, South Carrieshire",Project-based,Lower,"Roofing, Cleaning, Maintenance, Painting, Renovation",3.7
303,"Santiago, Henson and Murphy","South Chad, South William, West Nicoleland",Hourly Rate,Higher,"Electrical, Plumbing, Roofing",3.6
304,"Freeman, Obrien and Hopkins",Port Timothy,Hourly Rate,Lower,"Renovation, Cleaning",4.7
305,Villa PLC,Alvaradoshire,Project-based,Higher,Cleaning,4.3
306,"Riggs, Mcguire and Miles","Joshuafurt, Port Trevor, Belindamouth",Project-based,Competitive,"Painting, Plumbing, Cleaning, HVAC",4.0
307,"Perez, Brooks and Davis","South Anthony, Gardnerton",Subscription,Higher,"Roofing, Electrical, Painting, HVAC, Cleaning",4.2
308,Fuller Inc,"New Robert, Simonside, Bruceborough",Hourly Rate,Lower,"HVAC, Maintenance, Roofing, Electrical",3.6
309,"Nichols, Bell and Shaw","East Melissa, Lake Nicolemouth",Subscription,Lower,"Maintenance, Roofing, Cleaning, HVAC",4.6
310,"Perez, Koch and Moore","Kathrynfort, Tammyhaven",Project-based,Competitive,"Roofing, Renovation, Plumbing, Cleaning",4.2
311,"Guerrero, Montoya and Perez","Jeremystad, West Rebekahton, North Tabithamouth",Flat Rate,Lower,"Renovation, Painting",4.5
312,Douglas Group,New Kevin,Hourly Rate,Higher,"Painting, Roofing, HVAC, Renovation, Cleaning",4.9
313,Campbell-Walker,"Deanchester, West Kimberlybury",Hourly Rate,Higher,"Cleaning, Electrical, Maintenance, HVAC",4.7
314,Davis-Lara,"Langside, Dawnmouth, South Stephanie",Hourly Rate,Lower,"Renovation, Electrical, Roofing, Cleaning",3.2
315,"Jackson, Hall and Johnson",West Marcusville,Hourly Rate,Competitive,"Roofing, Renovation, Painting",3.8
316,Jones-Joseph,New Susan,Flat Rate,Competitive,"Plumbing, HVAC, Roofing, Maintenance, Renovation",3.7
317,Ewing Inc,"Peterston, North Robertside, Lake Melaniemouth",Flat Rate,Higher,Cleaning,4.0
318,"Brooks, Elliott and Colon","Port Jenny, Jefferyberg, Danielleview",Project-based,Lower,"Electrical, Painting, Roofing, Renovation",3.4
319,"Salinas, Roach and Cohen",Williamsmouth,Project-based,Competitive,"Plumbing, Maintenance",4.9
320,Brown and Sons,Williamside,Project-based,Higher,"Painting, Electrical",3.1
321,"Wilson, Baker and Burke",Karenbury,Flat Rate,Competitive,"Cleaning, Electrical, Plumbing",3.1
322,"Sanchez, Ruiz and Davidson","Ruthport, Longside",Project-based,Competitive,"Maintenance, Roofing, Cleaning, Renovation, Electrical",5.0
323,"Dodson, Rivera and Williams",West Nathan,Flat Rate,Lower,Roofing,3.1
324,"Booth, Miller and Gibson","Tylermouth, Michaelborough",Project-based,Lower,Electrical,4.0
325,Maxwell and Sons,"Davidville, Lewischester, East Deborah",Project-based,Lower,Cleaning,4.6
326,Ellis-Franklin,"Baxterton, Zacharyberg",Hourly Rate,Competitive,"Renovation, Maintenance, HVAC, Electrical, Roofing",3.9
327,Briggs-Stanley,"South Christophertown, Port Anthony",Project-based,Competitive,"Maintenance, Cleaning, Roofing",3.2
328,Brown LLC,Danamouth,Hourly Rate,Higher,"Electrical, Plumbing, Roofing",4.2
329,Cameron-Wright,"Riveraville, South Ryanborough, Julieville",Flat Rate,Competitive,"Electrical, HVAC, Plumbing",3.3
330,Fitzgerald LLC,"North Angelaside, Cannontown, New Jennifer",Subscription,Lower,Roofing,3.1
331,Pruitt and Sons,"Danielleburgh, East Lindsey",Flat Rate,Competitive,"Electrical, HVAC, Maintenance",4.5
332,"Gates, Fitzgerald and Miller",Jimmyhaven,Project-based,Higher,"Electrical, Renovation, Painting, Roofing",4.8
333,"Miller, Martinez and Hart","Lake Michaelshire, Lake John",Subscription,Lower,"Painting, Electrical, Plumbing, Roofing, Renovation",3.8
334,Brown-Williams,"Thorntonton, Lake Breanna, North Dianamouth",Flat Rate,Higher,"Cleaning, Electrical, Renovation",5.0
335,Davis PLC,"North Joshua, South Andrew",Flat Rate,Competitive,"Renovation, Maintenance, HVAC, Roofing, Cleaning",4.6
336,Schultz LLC,"Campbellmouth, Santosfort",Subscription,Competitive,Plumbing,4.5
337,Gilbert-Hogan,Allenborough,Subscription,Lower,"Electrical, HVAC, Roofing",4.1
338,Rice-Martin,Clarkland,Project-based,Competitive,"Roofing, Cleaning",5.0
339,"Durham, York and Massey","Lake Kennethmouth, Lake Nicoleberg, Kingside",Project-based,Higher,"Renovation, Cleaning, Maintenance, Painting, Electrical",4.8
340,Petty-Anderson,"South Kaylaview, Johnsonfurt, West Kathrynmouth",Project-based,Higher,Plumbing,3.2
341,Strong Inc,"Wendyshire, Averyville, Grantton",Project-based,Lower,"Painting, Maintenance, Plumbing",4.3
342,Morrison-Griffin,Kellyburgh,Subscription,Competitive,Maintenance,3.6
343,Deleon-Peterson,Gregtown,Hourly Rate,Lower,"Roofing, Painting, Renovation, HVAC",3.3
344,Williams Ltd,"Newmanchester, Arthurland",Flat Rate,Competitive,"Renovation, Cleaning, HVAC",3.5
345,"Reed, James and Simpson","Sharonmouth, New Brittanyport",Subscription,Lower,"Electrical, Roofing, HVAC, Painting, Maintenance",4.4
346,West-Roberts,Lake Sarahtown,Flat Rate,Competitive,"HVAC, Renovation, Plumbing",4.3
347,Johnson-Clark,"Tonytown, Alexanderstad, Thomasmouth",Subscription,Higher,HVAC,4.2
348,Singleton-Robertson,"New Danielle, Hallton",Project-based,Competitive,"Electrical, Cleaning",3.3
349,Figueroa Ltd,Antoniobury,Subscription,Higher,"Roofing, Electrical, Painting, Renovation",4.8
350,Marshall-Hardy,"Brittanyville, New William, Lake Lisa",Hourly Rate,Lower,"Renovation, Electrical, Maintenance, Cleaning, HVAC",4.5
351,Day-Jenkins,"Lake Angelaberg, West Jacob",Project-based,Competitive,"HVAC, Electrical, Roofing, Renovation",3.9
352,Mills-Morris,"West Jasonland, Stacyburgh, North Teresa",Subscription,Competitive,"Maintenance, Electrical",4.7
353,"Durham, Mcmillan and Griffin","Owensburgh, South George",Hourly Rate,Higher,"Cleaning, Plumbing, Renovation, Painting",4.6
354,Dalton-Lee,Hendersonshire,Flat Rate,Competitive,Electrical,4.4
355,"Meyers, Clayton and Morgan",Lake Edward,Flat Rate,Higher,Renovation,3.2
356,Orr Inc,"Lake Coryview, East Lisa",Project-based,Higher,"Painting, Cleaning, Renovation, Plumbing, HVAC",3.0
357,White-Hensley,"South Bobbyview, Juliaton, Lake James",Subscription,Lower,"Cleaning, Plumbing, Renovation, Roofing, Painting",3.2
358,Bush Ltd,"Davisstad, Valeriefurt",Hourly Rate,Lower,Maintenance,4.3
359,Lopez-Torres,"Robinbury, Lake Paulstad",Subscription,Higher,"HVAC, Cleaning, Plumbing",3.0
360,Thomas LLC,"Thomasstad, Perryburgh, Watsonport",Subscription,Higher,"Renovation, Maintenance, Painting, Plumbing",4.6
361,"Garcia, Ruiz and Gaines","East Williamborough, South Kristi",Subscription,Competitive,"Cleaning, Renovation, HVAC, Maintenance",3.1
362,"Bell, Aguilar and Gates","Angelicafurt, Coopertown, Susanport",Hourly Rate,Higher,Painting,3.8
363,"Dawson, Willis and Gray",Jenkinsmouth,Project-based,Higher,"Painting, Electrical, Roofing, Cleaning, Maintenance",3.3
364,Daniels and Sons,East Brandonview,Flat Rate,Lower,"Electrical, Roofing, Renovation",4.4
365,"Thomas, Russell and Aguilar","Jacquelineville, New Richardview, Rogersfort",Flat Rate,Higher,"Roofing, Electrical",4.8
366,Lewis Inc,"Greeneview, West Josephfort, Jonesland",Subscription,Competitive,"Renovation, Plumbing",3.3
367,"Floyd, Black and Gonzalez","Bateston, Aaronhaven, South Vickiton",Subscription,Lower,"Painting, Maintenance, Plumbing, HVAC, Electrical",3.8
368,"Welch, Anderson and Shaw",Port Roberthaven,Project-based,Lower,"Painting, HVAC, Cleaning",3.8
369,"Davis, Curtis and Diaz","Barrettfurt, Port Ronaldport, West Melaniehaven",Subscription,Lower,Renovation,3.3
370,"Watts, Newman and Hughes",Mariachester,Subscription,Competitive,"Renovation, Cleaning, Painting, HVAC",4.3
371,"Rojas, Rivera and Collins","New Whitneyside, Port Johnfurt, Port Kennethhaven",Subscription,Higher,"Cleaning, Plumbing, Electrical, Renovation",3.7
372,"Austin, Miller and Gray","Lake Amanda, Michelleland, Kathrynmouth",Project-based,Competitive,Cleaning,3.5
373,"Miller, Hall and Johnson","Mcgrathville, Bakerview, Hernandezport",Subscription,Higher,"HVAC, Electrical",3.0
374,Wilson LLC,Kimberlybury,Flat Rate,Lower,"Maintenance, HVAC, Roofing, Cleaning, Renovation",4.3
375,"Hanson, Bowen and Richards","Jenkinsland, South Meredithview, Zunigaland",Hourly Rate,Lower,"Maintenance, Renovation, Painting",4.7
376,Randolph LLC,Port Andrewmouth,Subscription,Higher,"HVAC, Maintenance, Plumbing, Cleaning",3.2
377,"Young, Cole and Johns","Port Jennifer, New Seantown, Cervantesbury",Hourly Rate,Higher,"Cleaning, Plumbing, Electrical, Roofing, Renovation",4.9
378,"King, Burke and Lee","Lake Michelleshire, Philliptown, Lake George",Subscription,Higher,"Maintenance, HVAC, Renovation",3.1
379,Wright LLC,Thomasview,Project-based,Lower,"Renovation, Electrical, Plumbing, Cleaning",4.8
380,Gould and Sons,"Brownfort, South Anthonyhaven",Subscription,Competitive,"Painting, HVAC, Electrical, Roofing",3.6
381,Munoz PLC,"Port Matthewmouth, North Cheryl",Hourly Rate,Lower,"Maintenance, Electrical",4.5
382,"Scott, Cortez and Payne","North Ashleyshire, Hatfieldview, Portertown",Subscription,Lower,"Cleaning, Renovation, HVAC, Plumbing, Roofing",4.2
383,Richard-Davidson,"Shepardmouth, South Davidchester",Hourly Rate,Lower,"Electrical, HVAC",4.1
384,Fox Inc,Bakermouth,Hourly Rate,Competitive,"HVAC, Roofing, Painting, Cleaning",4.9
385,"Alexander, Bowen and Reynolds","Millsmouth, Oliviamouth",Project-based,Lower,"HVAC, Roofing, Plumbing, Maintenance",4.5
386,"Armstrong, Garcia and Martinez","Salazarside, Lake Shannonmouth, Kaylaport",Flat Rate,Competitive,"Electrical, Plumbing",4.0
387,"Garrett, Stanton and Hudson","Hardintown, South Matthew, Martinville",Project-based,Higher,"Cleaning, Roofing, Painting, Electrical, Renovation",5.0
388,Greene-Holt,South Ryan,Subscription,Lower,Maintenance,4.2
389,Brown Ltd,East Christopher,Flat Rate,Higher,"Renovation, Electrical, Cleaning, Painting, HVAC",3.1
390,Chavez and Sons,"West Timothy, West Allisonchester",Hourly Rate,Higher,Renovation,4.2
391,Weaver LLC,Lake Joshuahaven,Project-based,Lower,HVAC,4.2
392,Blackwell Group,"New Carlymouth, Marioview",Subscription,Lower,"Electrical, Roofing, Painting, Cleaning, Plumbing",4.6
393,"Butler, Garcia and Brooks",Johnfort,Project-based,Competitive,"Plumbing, HVAC, Painting",3.2
394,Gomez Group,Lake Debbie,Project-based,Lower,"Painting, Renovation, Plumbing, Maintenance, Electrical",3.9
395,Stevens LLC,Samanthaborough,Hourly Rate,Lower,"Maintenance, Cleaning, Painting, Plumbing, Electrical",3.2
396,"Thompson, Greer and Obrien","Lindaton, Fieldsfurt",Hourly Rate,Lower,"Electrical, Renovation, Painting, Plumbing",3.0
397,"Watts, King and Nguyen","Charlesshire, Richmondstad",Flat Rate,Higher,"Painting, Renovation, Maintenance, Roofing",4.2
398,Graves Inc,"East Tina, South Amberville, New Amyport",Hourly Rate,Competitive,"Painting, Maintenance, Roofing, Renovation",3.7
399,"Lewis, Fisher and Oliver","Frankville, East Kelly",Hourly Rate,Higher,"Maintenance, Electrical, Renovation, Painting, HVAC",4.4
400,Miller Inc,"Mcgeehaven, East Gary, Woodview",Subscription,Competitive,"Painting, HVAC, Electrical, Roofing",3.9
401,Aguilar Ltd,Howardview,Flat Rate,Higher,"Plumbing, Roofing, Maintenance, Electrical, Painting",3.4
402,"Caldwell, Richardson and Lyons","Kruegerville, West Rebecca",Subscription,Competitive,"Plumbing, Cleaning, Maintenance, Electrical, HVAC",4.0
403,Jones Group,"Aliciafurt, East Gabriellafort",Subscription,Competitive,"Cleaning, HVAC, Electrical, Plumbing",3.3
404,Lee-Reid,"North Andreaport, East Alison",Flat Rate,Higher,"Roofing, Renovation",3.3
405,Hull-Burton,"Johnstonfurt, Lake Mary",Project-based,Lower,"Maintenance, Electrical, Plumbing, Roofing",4.5
406,Arias and Sons,Hudsonshire,Flat Rate,Lower,"Painting, Roofing",4.3
407,"Chavez, Perez and Thompson",Andersonmouth,Flat Rate,Lower,"Roofing, Maintenance, Electrical, Plumbing, Renovation",4.1
408,Meyers-Johnson,"Lake Jasmine, West Andrewland, West James",Hourly Rate,Higher,"Plumbing, Cleaning, Painting",4.3
409,Pittman and Sons,"Port Devinburgh, Krauseborough, Lake Dennischester",Project-based,Higher,"Plumbing, Cleaning, Renovation, Painting, Electrical",3.0
410,Marshall-Hernandez,South Brandiborough,Hourly Rate,Higher,"Painting, Electrical, Maintenance, HVAC",3.6
411,Chase-Flores,"Andrewview, Martinezville",Project-based,Higher,"HVAC, Maintenance, Plumbing",4.4
412,"Bowman, Conway and Hamilton","Johnsonview, Scottton",Hourly Rate,Higher,"Plumbing, Cleaning",4.4
413,Rogers-Johnson,"Deleonhaven, North Andrea, Meganstad",Flat Rate,Higher,Plumbing,4.2
414,"Graham, Durham and Green",East Justinside,Flat Rate,Higher,"Maintenance, Electrical, Painting, Roofing",3.1
415,Wilkinson Ltd,"East Megan, West Emilytown, Josephland",Project-based,Competitive,"Plumbing, HVAC, Cleaning, Electrical, Painting",4.9
416,Wilson Ltd,Port Susan,Flat Rate,Lower,"HVAC, Painting, Roofing",3.7
417,"Miller, Smith and Lee","Port Joshua, New Kevinbury, Elizabethtown",Project-based,Lower,"Renovation, Roofing, HVAC, Cleaning, Painting",4.6
