Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards
151,"155 White Forges Suite 745
East Jonathantown, TX 59119",2367,17,Commercial,9,Fair,Concrete,"Extinguishers, Alarms, Sprinklers","Elevator, Wide Doorways",Especially itself.,Warehouse,Occupied,Mold
152,"644 Lewis Terrace Apt. 919
Mariachester, CO 73253",3252,86,Industrial,6,Fair,Wood,"Extinguishers, Sprinklers, Alarms","Wide Doorways, None, Ramps, Elevator",None,Residential,Occupied,None
153,"3435 Danielle Path Suite 377
West Samuelport, LA 30667",6251,7,Commercial,4,Excellent,Concrete,Alarms,"None, Elevator, Wide Doorways",None,Retail,Occupied,Lead Paint
154,"14855 Stephanie Glen
North Phyllisburgh, NE 34198",3910,75,Residential,9,Fair,Wood,Alarms,None,None,Retail,Vacant,None
155,"5118 Castaneda Glens Suite 097
West Christinafort, NC 75836",6954,2,Commercial,1,Fair,Steel,Extinguishers,"Elevator, Wide Doorways, None",None,Warehouse,Occupied,Mold
156,"483 Johnny Landing
Rayland, SC 16011",9950,9,Residential,8,Excellent,Brick,"Extinguishers, Sprinklers",Ramps,Go past.,Residential,Vacant,Asbestos
157,"391 Brown Mission
Lake Kevin, LA 11393",1023,67,Industrial,4,Fair,Brick,Sprinklers,"Wide Doorways, Ramps",None,Warehouse,Occupied,Asbestos
158,"324 Jones Mountains Apt. 378
Lake Michaelburgh, AL 74106",7747,50,Industrial,2,Good,Concrete,"Sprinklers, Alarms, Extinguishers","None, Ramps, Wide Doorways",None,Office,Occupied,None
159,"64913 Hamilton Cape Apt. 054
New Jamesbury, HI 63073",6728,72,Residential,6,Fair,Concrete,"Alarms, Sprinklers",Ramps,None,Residential,Occupied,Mold
160,"994 Ward Canyon
Port Diamond, MA 69421",7789,74,Industrial,4,Poor,Brick,"Alarms, Sprinklers, Extinguishers","None, Ramps, Elevator, Wide Doorways",None,Warehouse,Occupied,None
161,"065 Lauren Divide
East Daniel, DC 30461",5133,18,Industrial,5,Good,Steel,"Extinguishers, Alarms","Ramps, None, Wide Doorways",None,Office,Occupied,None
162,"37215 Matthew Course
Hardingfort, MO 40805",5861,41,Industrial,9,Poor,Concrete,Alarms,None,Leader.,Office,Occupied,None
163,"PSC 8017, Box 9006
APO AP 09752",7342,90,Residential,3,Good,Wood,"Alarms, Sprinklers","Ramps, Wide Doorways, None, Elevator",Ability accept blood.,Retail,Occupied,Asbestos
164,"845 Joshua Gardens Suite 695
South Feliciaside, MA 97731",6543,38,Industrial,2,Fair,Wood,Extinguishers,"Ramps, None, Wide Doorways, Elevator",None,Retail,Vacant,Asbestos
165,"324 Bailey Court Apt. 936
Walkershire, IA 23592",3710,56,Residential,1,Fair,Concrete,"Alarms, Sprinklers","None, Elevator",Something best your.,Retail,Occupied,None
166,"4651 Doyle Greens Suite 119
Loganchester, MN 62473",7865,9,Industrial,10,Fair,Concrete,"Extinguishers, Sprinklers, Alarms","Wide Doorways, Elevator, None",Threat name.,Office,Vacant,None
167,"0195 Moore Groves
North Alexander, RI 52710",9211,61,Commercial,4,Good,Steel,"Extinguishers, Sprinklers, Alarms","Elevator, None",Own degree.,Residential,Occupied,None
168,"22838 Hall Alley Apt. 029
East Joshua, WV 81160",8413,27,Industrial,7,Good,Concrete,Sprinklers,Ramps,None,Residential,Vacant,None
169,"Unit 5850 Box 4823
DPO AA 93635",7344,90,Residential,10,Poor,Brick,Extinguishers,"Ramps, None",None,Warehouse,Occupied,None
170,"49501 Hannah Fall
New Kellyport, CT 03334",1785,58,Residential,3,Fair,Brick,Extinguishers,"Elevator, Wide Doorways, None, Ramps",None,Warehouse,Vacant,None
171,"0404 Amanda Walk Suite 215
Shelleyshire, ME 10731",3216,59,Residential,10,Poor,Wood,"Alarms, Sprinklers, Extinguishers","Wide Doorways, None, Ramps, Elevator",None,Residential,Occupied,None
172,"131 English Plain Suite 520
Kristamouth, ME 58896",3478,69,Industrial,9,Fair,Steel,"Extinguishers, Alarms","None, Wide Doorways, Ramps, Elevator",Across argue.,Retail,Vacant,Asbestos
173,"9093 Kelly Corner Suite 663
South Lynntown, NV 68100",553,26,Commercial,6,Good,Concrete,"Alarms, Extinguishers","Ramps, Elevator",None,Office,Occupied,None
174,"74024 Janice Isle Suite 647
New Wesley, MT 83529",4894,12,Commercial,6,Poor,Brick,"Alarms, Sprinklers",Ramps,Simple.,Residential,Occupied,Lead Paint
175,"121 Sean Fords Suite 675
East Jeffrey, HI 29619",2414,97,Industrial,8,Excellent,Concrete,Sprinklers,"Wide Doorways, Ramps",Rise.,Warehouse,Vacant,None
176,"792 Jeff Ridges
East Angelaside, VA 65618",9261,55,Industrial,6,Poor,Wood,"Extinguishers, Sprinklers","Elevator, None, Wide Doorways",Increase worker tell.,Warehouse,Vacant,None
177,"2958 Deborah Lights
East Robertburgh, WA 26977",4229,61,Commercial,7,Poor,Wood,"Sprinklers, Extinguishers",Wide Doorways,Summer will.,Office,Occupied,None
178,"USNV Maldonado
FPO AA 84652",5999,16,Residential,2,Excellent,Brick,Sprinklers,"Ramps, Elevator",Its.,Retail,Vacant,Lead Paint
179,"84584 Joseph Track
Andreborough, MA 71807",6141,87,Industrial,8,Good,Brick,Alarms,"Wide Doorways, Elevator",None,Office,Vacant,None
180,"USS Adkins
FPO AP 23508",7674,1,Commercial,10,Good,Brick,"Extinguishers, Sprinklers","Elevator, None",None,Retail,Occupied,None
181,"920 Amy Valleys Suite 507
North Jenniferbury, TN 33672",3646,21,Commercial,4,Fair,Concrete,Sprinklers,"Elevator, None, Wide Doorways",Now.,Retail,Vacant,None
182,"PSC 8968, Box 7503
APO AA 96027",5947,2,Commercial,8,Good,Steel,Alarms,"None, Elevator",Develop couple eight.,Office,Occupied,None
183,"031 Hoover Crossroad
Barnetttown, CT 36447",507,47,Industrial,9,Fair,Concrete,"Alarms, Sprinklers","Elevator, Wide Doorways, None, Ramps",Course item.,Retail,Vacant,Asbestos
184,"62140 Payne Streets
Palmerville, VA 07231",1711,29,Commercial,10,Excellent,Concrete,"Alarms, Extinguishers, Sprinklers","Elevator, None, Ramps",Arm receive.,Retail,Occupied,Lead Paint
185,"47312 William Passage Suite 184
Figueroaborough, ID 57868",8817,73,Residential,7,Excellent,Wood,"Sprinklers, Alarms","Ramps, Wide Doorways, Elevator, None",None,Warehouse,Occupied,None
186,"999 Jordan Ridge
Kingmouth, MN 32152",2908,7,Residential,4,Poor,Concrete,Alarms,"Ramps, Elevator, None, Wide Doorways",None,Warehouse,Occupied,None
187,"41383 Andrew Garden Apt. 084
Whiteville, MD 64381",5697,92,Residential,6,Good,Wood,"Extinguishers, Sprinklers, Alarms","Wide Doorways, None, Ramps",None,Residential,Vacant,Mold
188,"15026 Rachel Heights Suite 385
East Lindafort, IN 45716",4352,78,Commercial,4,Good,Concrete,"Extinguishers, Alarms, Sprinklers","Wide Doorways, None",None,Warehouse,Vacant,None
189,"6942 Mcmillan Rest Suite 392
Alexview, MA 73765",4132,65,Residential,3,Fair,Brick,"Sprinklers, Alarms, Extinguishers",Wide Doorways,None,Retail,Vacant,None
190,"786 William Isle
Romeroberg, AL 77060",5362,66,Commercial,5,Fair,Concrete,"Sprinklers, Extinguishers, Alarms","Ramps, Wide Doorways, None, Elevator",None,Residential,Vacant,None
191,"4097 Harris Shoal
Walkerland, DC 52322",5387,2,Industrial,1,Excellent,Concrete,"Extinguishers, Alarms","Wide Doorways, Ramps, None",None,Residential,Vacant,Mold
192,"4790 Edwards Way
Bryantown, OR 65711",594,86,Commercial,9,Poor,Brick,"Alarms, Extinguishers, Sprinklers","Wide Doorways, Ramps",However event war.,Warehouse,Vacant,Lead Paint
193,"0495 Scott Extensions
East John, VA 62047",2579,62,Industrial,7,Poor,Steel,"Sprinklers, Alarms, Extinguishers","Ramps, Wide Doorways, None",Project television.,Warehouse,Vacant,Lead Paint
194,"USNV Young
FPO AE 18338",2258,33,Residential,3,Poor,Concrete,"Sprinklers, Alarms, Extinguishers","None, Ramps",None,Office,Vacant,Asbestos
195,"1919 Heather Roads Apt. 413
Port David, AK 45262",3204,44,Commercial,6,Good,Wood,"Alarms, Extinguishers, Sprinklers",Wide Doorways,Always our president.,Residential,Vacant,None
196,"643 Bishop Wall Apt. 544
Farrellmouth, MT 56244",9801,97,Commercial,1,Poor,Wood,"Extinguishers, Alarms, Sprinklers","Ramps, Wide Doorways",Week charge into determine.,Office,Vacant,Lead Paint
197,"566 Robin Lodge
New Trevorberg, ME 13489",1056,91,Residential,10,Poor,Concrete,"Alarms, Sprinklers","Ramps, None",None,Warehouse,Occupied,None
198,"5016 Daniel Skyway Apt. 824
Lisaview, MN 05021",5554,30,Residential,8,Poor,Concrete,"Alarms, Extinguishers, Sprinklers","Wide Doorways, None",Bit job.,Warehouse,Occupied,Lead Paint
199,"77469 Matthew Cape
Port Nicoleville, CT 47961",2928,45,Commercial,3,Excellent,Concrete,Sprinklers,"Wide Doorways, Ramps, None",None,Retail,Occupied,Lead Paint
200,"7975 Lori Cove
Lake Kerriview, NJ 49342",7360,79,Commercial,10,Good,Concrete,Sprinklers,"None, Elevator",None,Residential,Vacant,None
201,"5673 Henson Groves
Vazquezhaven, OH 06453",5457,86,Industrial,6,Fair,Brick,"Extinguishers, Alarms",Ramps,Argue about degree.,Office,Vacant,None
202,"3291 Sheppard Mews
New Christopherhaven, ME 32480",7701,61,Residential,6,Fair,Steel,"Extinguishers, Alarms",Wide Doorways,None,Residential,Vacant,None
203,"129 Douglas Mews
Jamesland, PA 21174",5530,95,Industrial,2,Excellent,Wood,"Alarms, Sprinklers",Wide Doorways,None,Residential,Occupied,Asbestos
204,"Unit 9934 Box 8225
DPO AE 65517",3380,70,Residential,2,Good,Wood,"Extinguishers, Sprinklers","Wide Doorways, Elevator",Law share.,Office,Vacant,None
205,"4608 David Via
New Nicholas, NE 30543",3229,83,Commercial,9,Poor,Wood,"Alarms, Sprinklers",None,Have born half.,Office,Occupied,None
206,"32014 Boyle Trace Apt. 269
West Josephview, NM 16035",6121,77,Commercial,2,Poor,Brick,"Alarms, Extinguishers","Wide Doorways, Ramps, Elevator",None,Residential,Occupied,Mold
207,"72198 Jonathan Meadow
Reginafurt, WA 89404",8462,41,Residential,9,Fair,Wood,"Extinguishers, Alarms, Sprinklers","Elevator, None",Every want bank.,Warehouse,Occupied,Lead Paint
208,"4916 Teresa Ridges
South Annaborough, OR 26231",3893,19,Commercial,3,Good,Wood,Extinguishers,"Wide Doorways, Ramps, None",Than green sort.,Retail,Vacant,Mold
209,"01404 Christine Forges
West Joel, MT 79924",9266,43,Industrial,1,Good,Concrete,"Sprinklers, Alarms","None, Wide Doorways",Difficult evening.,Retail,Vacant,None
210,"6257 Green Stream Apt. 179
Lake Patrick, PA 34058",4268,14,Residential,4,Good,Wood,"Sprinklers, Extinguishers",Ramps,Whole thank.,Retail,Occupied,Lead Paint
211,"64804 Silva Loop
Campbellchester, SD 76545",4106,23,Industrial,4,Poor,Wood,Sprinklers,"None, Elevator, Wide Doorways",Teach.,Warehouse,Vacant,Asbestos
212,"658 Douglas View Apt. 797
North Justin, PA 21790",6405,38,Residential,6,Excellent,Brick,"Alarms, Extinguishers",Elevator,None,Residential,Occupied,None
213,"557 Williams Isle Suite 363
Stewartmouth, CA 50134",9406,84,Industrial,2,Fair,Steel,Alarms,"Wide Doorways, None, Ramps",None,Warehouse,Occupied,Asbestos
214,"1007 Lewis Via
Jasonburgh, NE 37848",6593,1,Residential,5,Excellent,Concrete,Sprinklers,"Wide Doorways, Elevator, Ramps",None,Warehouse,Vacant,None
215,"826 Lisa Centers Apt. 599
Mathewsland, FL 38864",639,97,Commercial,9,Excellent,Brick,Alarms,"Wide Doorways, Elevator",Control shake idea.,Retail,Occupied,None
216,"5247 Tanner Mews Apt. 794
Port Arielstad, ME 15276",8684,93,Industrial,1,Excellent,Wood,Extinguishers,"None, Elevator, Wide Doorways, Ramps",None,Warehouse,Vacant,None
217,"246 Sharp Pike Apt. 956
North Jessica, SD 75800",1406,73,Industrial,7,Poor,Steel,"Sprinklers, Extinguishers","None, Wide Doorways, Elevator, Ramps",Organization time back.,Office,Occupied,None
218,"4285 Griffith Heights
Lake Samuelburgh, MT 25389",986,98,Industrial,4,Good,Concrete,"Sprinklers, Extinguishers","Elevator, None, Ramps",Half.,Retail,Occupied,Asbestos
219,"663 Rebecca Centers Apt. 937
Merrittbury, NC 18207",4656,47,Residential,3,Excellent,Brick,"Sprinklers, Alarms","Elevator, None",Able much involve.,Retail,Vacant,None
220,"811 Shaun Vista Suite 887
East Stephenborough, OK 06996",1577,34,Commercial,7,Fair,Wood,"Sprinklers, Alarms",None,Arm cold professional.,Office,Occupied,None
221,"Unit 6285 Box 0781
DPO AA 18208",9630,82,Industrial,3,Good,Brick,"Extinguishers, Alarms",None,Beyond into.,Warehouse,Vacant,None
222,"9215 George Vista
Freemanmouth, AR 67617",5323,40,Industrial,6,Good,Concrete,"Sprinklers, Alarms, Extinguishers","Ramps, Wide Doorways, Elevator",Kitchen north marriage.,Office,Vacant,None
223,"37642 Hale Cape
Lake Richard, MA 11508",2461,37,Residential,10,Good,Concrete,Extinguishers,"Ramps, Wide Doorways, None",Play choose whom.,Office,Occupied,Asbestos
224,"3470 Lawson Station
Mortonhaven, WV 09802",9174,97,Commercial,4,Excellent,Brick,Sprinklers,"Ramps, None, Wide Doorways",Meet point quality end.,Retail,Occupied,Mold
225,"54199 Stephanie Harbors Apt. 012
New Christopher, LA 43778",9939,81,Industrial,4,Fair,Brick,"Extinguishers, Sprinklers","Wide Doorways, None",None,Residential,Vacant,None
226,"3896 Joseph Neck Apt. 152
North Ruthhaven, UT 81649",2305,68,Industrial,8,Excellent,Steel,"Extinguishers, Alarms","Elevator, Wide Doorways, Ramps",Again.,Retail,Vacant,None
227,"7367 Butler Landing
Michaelberg, PA 14587",4663,98,Residential,8,Excellent,Brick,"Alarms, Extinguishers, Sprinklers",Ramps,None,Office,Occupied,Asbestos
228,"28214 Alvarado Shoal
Reidchester, NH 51641",5292,89,Industrial,4,Good,Concrete,"Alarms, Sprinklers","Wide Doorways, Elevator, None",None,Warehouse,Occupied,Mold
229,"4334 Becker Circle
Heatherbury, FL 58415",550,55,Commercial,5,Good,Wood,"Alarms, Extinguishers","Ramps, Elevator, None, Wide Doorways",None,Warehouse,Occupied,None
230,"8716 Pollard Inlet Apt. 863
Port James, SC 56658",6699,83,Commercial,8,Excellent,Steel,"Sprinklers, Extinguishers, Alarms","None, Ramps, Elevator, Wide Doorways",Information visit.,Office,Vacant,None
231,"763 Middleton Port
New Katrina, IL 67711",6128,98,Commercial,6,Excellent,Brick,"Extinguishers, Sprinklers, Alarms","Ramps, Elevator, Wide Doorways, None",None,Warehouse,Occupied,Mold
232,"896 Kayla Mission
New Christinashire, KS 68379",7977,79,Industrial,4,Poor,Concrete,"Alarms, Extinguishers, Sprinklers","Wide Doorways, Elevator, None, Ramps",Learn trial west.,Office,Vacant,None
233,"3490 Robert Estate Suite 686
New Debra, NV 48822",865,99,Residential,8,Good,Concrete,Extinguishers,"Wide Doorways, Elevator, Ramps",None,Residential,Vacant,None
234,"47372 Kristopher Loop Suite 711
Michaelfort, NM 08400",726,46,Residential,2,Good,Concrete,"Alarms, Extinguishers, Sprinklers","Ramps, None",Current raise.,Residential,Occupied,None
235,"4727 Seth Islands Suite 939
Moorechester, SC 47243",682,36,Industrial,1,Excellent,Wood,Alarms,"Elevator, Wide Doorways",Be market first.,Residential,Vacant,None
236,"6889 Stephanie Fork
Gregoryburgh, MT 79648",5863,76,Industrial,9,Excellent,Steel,Extinguishers,"Ramps, None, Elevator, Wide Doorways",Hard.,Residential,Vacant,None
237,"25846 Guerrero Park
Rebeccatown, VA 79773",8904,81,Residential,6,Fair,Steel,"Sprinklers, Alarms","Wide Doorways, Ramps, None, Elevator",None,Retail,Occupied,None
238,"Unit 7439 Box 3906
DPO AA 46924",5621,44,Commercial,3,Good,Steel,"Extinguishers, Alarms, Sprinklers","Elevator, Ramps, None, Wide Doorways",Continue money billion.,Office,Vacant,Asbestos
239,"7527 Ellis Skyway
Yangstad, VA 03364",2344,15,Residential,1,Good,Wood,Sprinklers,None,None,Office,Occupied,None
240,"4749 Edwards Prairie Apt. 345
Port Edwardchester, AL 15194",1746,58,Residential,8,Poor,Steel,"Alarms, Extinguishers, Sprinklers","Elevator, None",None,Warehouse,Occupied,Mold
241,"7032 Johnny Alley Apt. 409
North Tara, DE 42405",9056,96,Commercial,3,Good,Wood,Sprinklers,Wide Doorways,None,Office,Vacant,Mold
242,"6558 Steven Avenue
Morrisonstad, MI 76866",9578,67,Commercial,2,Fair,Brick,"Sprinklers, Alarms, Extinguishers","Wide Doorways, Elevator, Ramps, None",None,Residential,Occupied,None
243,"3431 Gross Park
Lake Donna, WY 83076",7041,64,Commercial,2,Poor,Wood,Extinguishers,Elevator,None,Residential,Vacant,None
244,"144 Thomas Forges
Gibsonside, MI 52600",6951,40,Industrial,6,Good,Steel,"Sprinklers, Alarms, Extinguishers","Elevator, Ramps",Remain decision determine.,Retail,Occupied,None
245,"Unit 9075 Box 4096
DPO AA 25634",4889,84,Residential,10,Fair,Brick,Sprinklers,None,None,Warehouse,Occupied,Lead Paint
246,"463 Cross Estate
North Kathryntown, SD 76267",9955,10,Residential,10,Good,Brick,"Extinguishers, Sprinklers, Alarms","None, Ramps, Elevator, Wide Doorways",None,Retail,Occupied,Lead Paint
247,"06668 Thompson Haven
Johnsonview, AZ 84227",8295,18,Commercial,3,Excellent,Brick,Sprinklers,"Elevator, None",None,Warehouse,Vacant,None
248,"826 Diaz Plains Suite 262
Port James, DE 89254",6141,65,Residential,7,Poor,Steel,"Alarms, Extinguishers, Sprinklers","Ramps, None, Elevator",None,Warehouse,Occupied,Asbestos
249,"4244 Andrea Forge Apt. 111
New Rebeccahaven, SC 95915",5032,59,Industrial,7,Good,Brick,Sprinklers,"None, Elevator",None,Office,Vacant,Mold
250,"285 Cruz Mountains Apt. 912
East Kent, OH 71026",6418,71,Commercial,6,Fair,Steel,"Alarms, Sprinklers, Extinguishers","Elevator, Ramps, None, Wide Doorways",While.,Retail,Vacant,None
251,"811 Conrad Stravenue Suite 978
West Colin, CA 79207",4755,67,Commercial,6,Excellent,Brick,"Extinguishers, Sprinklers",Wide Doorways,None,Retail,Occupied,None
252,"5946 West Extension Suite 406
Rossport, AK 93005",6107,79,Industrial,4,Poor,Brick,"Extinguishers, Alarms, Sprinklers","None, Wide Doorways, Ramps, Elevator",None,Retail,Vacant,None
253,"183 Carol Valley
Meganmouth, MA 15809",2059,26,Residential,4,Good,Wood,"Extinguishers, Sprinklers","Ramps, Elevator, None",Everyone name.,Office,Occupied,None
254,"Unit 0545 Box 9751
DPO AE 48643",2463,86,Commercial,7,Good,Concrete,"Sprinklers, Alarms",Wide Doorways,None,Residential,Occupied,None
255,"537 Amanda Underpass
New Justin, RI 89830",3784,99,Industrial,1,Excellent,Steel,"Extinguishers, Alarms","Wide Doorways, None, Ramps, Elevator",South try drive.,Residential,Occupied,None
256,"81300 Savannah Ports Suite 434
Sarahbury, IA 50237",7466,58,Industrial,7,Excellent,Brick,"Sprinklers, Alarms, Extinguishers",Ramps,None,Office,Vacant,None
257,"9513 Dakota Center Suite 523
East Alanport, UT 28724",8133,92,Industrial,1,Excellent,Brick,"Alarms, Sprinklers","None, Wide Doorways, Elevator",None,Retail,Vacant,Asbestos
258,"2724 Smith Ferry Suite 554
Bethtown, IA 11224",3739,80,Residential,10,Poor,Concrete,Sprinklers,"Wide Doorways, Ramps, None, Elevator",None,Residential,Vacant,None
259,"5576 Michael Curve
New Kelsey, RI 61273",1794,16,Residential,8,Good,Concrete,"Extinguishers, Alarms, Sprinklers",Elevator,Agreement minute.,Residential,Occupied,Asbestos
260,"711 Perez Brook
East Ginaport, KS 07907",5650,12,Industrial,9,Good,Concrete,"Alarms, Sprinklers","Ramps, Elevator, None, Wide Doorways",Must right.,Retail,Vacant,None
261,"059 Leslie Summit Apt. 270
North Kellychester, SC 82705",7826,22,Commercial,7,Excellent,Steel,"Sprinklers, Extinguishers",Wide Doorways,Why decade enough.,Residential,Occupied,None
262,"33554 Thomas Ferry Apt. 478
Normanhaven, TN 02851",1212,73,Commercial,1,Good,Brick,"Alarms, Sprinklers",Wide Doorways,Direction political card.,Warehouse,Occupied,Lead Paint
263,"2922 Jade Track Suite 038
Lake Todd, KY 19582",5796,22,Industrial,1,Poor,Concrete,"Alarms, Extinguishers, Sprinklers","Ramps, None",More if let rate.,Office,Vacant,None
264,"04443 Allen Roads
Patriciaside, WY 58666",9623,92,Residential,3,Poor,Wood,"Alarms, Extinguishers","Wide Doorways, None, Ramps, Elevator",None,Retail,Occupied,None
265,"2305 Patricia Passage Apt. 351
West Thomasport, NE 79679",9948,23,Industrial,2,Poor,Steel,"Sprinklers, Extinguishers, Alarms",Ramps,None,Office,Occupied,None
266,"1205 Paul Path Apt. 275
Jamesshire, AZ 71287",9238,77,Commercial,3,Good,Steel,"Alarms, Sprinklers, Extinguishers","Wide Doorways, Elevator",Accept while democratic.,Office,Occupied,None
267,"624 Evans Coves Apt. 981
Rushhaven, SC 07864",3353,97,Commercial,6,Fair,Concrete,"Sprinklers, Extinguishers",Ramps,None,Warehouse,Occupied,None
268,"827 Lauren Extension Apt. 682
Graystad, VT 79966",6331,28,Commercial,3,Good,Wood,Sprinklers,Wide Doorways,None,Residential,Occupied,Asbestos
269,"52562 Sarah Highway Suite 733
Davisstad, NC 74315",7709,8,Commercial,7,Poor,Concrete,"Sprinklers, Extinguishers, Alarms","Wide Doorways, None",None,Office,Occupied,None
270,"982 Wilson Brook
West Amandastad, AL 69875",4374,74,Industrial,4,Excellent,Steel,"Sprinklers, Alarms, Extinguishers","Wide Doorways, Ramps",Himself law of.,Office,Vacant,Mold
