Inspection ID,Property ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status
448,16813,2023-12-30,Passed with minor issues,System speak range trouble newspaper.,Non-compliant
449,33542,2023-04-12,Passed,Color discussion interview social.,Compliant
450,33004,2021-12-25,Passed,Impact plant keep those which degree.,Compliant
451,8978,2024-01-19,Failed,None,Compliant
452,7683,2023-04-19,Passed,Parent grow my hour attack.,Non-compliant
453,33352,2021-11-20,Failed,None,Non-compliant
454,39940,2022-10-14,Passed,None,Compliant
455,28137,2022-10-29,Passed with minor issues,Language sometimes crime nice determine operation.,Non-compliant
456,29851,2022-12-01,Passed,Drop exactly discover.,Compliant
457,14060,2024-08-27,Passed,None,Non-compliant
458,18620,2021-12-22,Passed with minor issues,None,Compliant
459,22230,2023-04-22,Passed with minor issues,Along career five management.,Compliant
460,33725,2023-03-27,Failed,Direction story final should.,Compliant
461,7578,2022-08-25,Passed with minor issues,Discussion know list chance happy.,Non-compliant
462,39649,2022-06-30,Passed,None,Non-compliant
463,26990,2021-10-13,Failed,Republican speak recognize bag store.,Non-compliant
464,39673,2023-10-18,Failed,None,Non-compliant
465,25513,2024-03-18,Passed,None,Non-compliant
466,45704,2023-10-12,Passed with minor issues,Wind tough story beautiful man home.,Non-compliant
467,37807,2021-12-31,Passed with minor issues,None,Non-compliant
468,1165,2023-08-19,Passed,None,Compliant
469,892,2022-06-05,Passed,Record animal heart brother.,Compliant
470,40590,2024-05-27,Failed,None,Non-compliant
471,9637,2023-12-22,Passed with minor issues,None,Non-compliant
472,25623,2023-06-13,Passed,None,Non-compliant
473,13818,2023-10-16,Passed with minor issues,None,Non-compliant
474,36458,2024-06-28,Passed with minor issues,College put born fact magazine.,Non-compliant
475,33306,2024-06-14,Passed,None,Compliant
476,19767,2023-09-28,Failed,Write late their political doctor.,Compliant
477,32836,2022-01-24,Passed with minor issues,Give all environment suddenly guy hard choose company.,Compliant
478,41842,2024-08-28,Passed with minor issues,None,Compliant
479,41588,2022-08-17,Passed,Open condition source course over man seem.,Non-compliant
480,40368,2022-01-20,Passed with minor issues,Medical even social which late resource strong.,Compliant
481,23936,2023-05-31,Passed with minor issues,Grow rest authority arm information federal red.,Compliant
482,30126,2024-08-26,Failed,Everybody point long leg put bag upon.,Compliant
483,267,2024-06-25,Failed,None,Compliant
484,9824,2022-12-07,Passed,Nation off move smile.,Non-compliant
485,31190,2022-12-16,Passed with minor issues,Truth something above research.,Non-compliant
486,14917,2023-06-02,Passed with minor issues,None,Non-compliant
487,13616,2022-08-16,Passed,Always individual report than man least poor.,Non-compliant
488,44562,2024-07-14,Failed,Defense factor live dinner letter chair industry especially.,Non-compliant
489,39405,2024-08-15,Passed,None,Compliant
490,12136,2022-03-29,Failed,Cover available order learn dog bed human.,Non-compliant
491,44507,2022-11-25,Failed,None,Compliant
492,24026,2022-01-11,Passed,None,Compliant
493,41704,2021-10-22,Failed,Someone industry true.,Non-compliant
494,12167,2023-03-02,Passed,None,Compliant
495,46101,2023-05-11,Failed,None,Compliant
496,26692,2022-09-14,Failed,Evidence chance field per east.,Compliant
497,18338,2022-07-28,Failed,Fall continue left fast state opportunity.,Compliant
498,18760,2023-11-27,Failed,None,Non-compliant
499,3543,2024-04-25,Passed,Job party become sound prepare same tree.,Compliant
500,44392,2024-03-09,Passed,Us everybody somebody focus.,Compliant
501,344,2022-04-22,Failed,Community play by perform conference.,Non-compliant
502,11296,2022-11-21,Failed,None,Compliant
503,21267,2024-08-29,Passed with minor issues,None,Non-compliant
504,20233,2024-03-08,Failed,Action board real staff.,Compliant
505,38895,2024-08-02,Passed,Daughter mother east his message level.,Non-compliant
506,13354,2021-12-01,Passed with minor issues,None,Compliant
507,16254,2024-07-06,Passed with minor issues,Meeting out best family could conference.,Non-compliant
508,49287,2023-11-17,Failed,None,Non-compliant
509,15957,2022-10-11,Failed,None,Compliant
510,46344,2023-01-02,Passed,Election amount appear officer activity result.,Compliant
511,26346,2024-06-22,Passed with minor issues,Respond suggest believe technology against.,Compliant
512,40588,2024-05-24,Passed,None,Compliant
513,8818,2021-12-17,Failed,You commercial beat level act light.,Compliant
514,41908,2023-05-27,Passed with minor issues,None,Non-compliant
515,25066,2022-08-07,Passed with minor issues,None,Non-compliant
516,6107,2023-02-12,Failed,Huge military exactly place man line night.,Non-compliant
517,15221,2023-09-18,Passed,None,Compliant
518,19864,2023-10-13,Passed,Worker break provide newspaper happy.,Non-compliant
519,45699,2022-08-28,Failed,None,Compliant
520,29912,2022-11-03,Passed,None,Non-compliant
521,14405,2022-05-18,Passed with minor issues,None,Compliant
522,13487,2021-12-21,Passed,None,Compliant
523,13651,2024-08-01,Passed,Successful certain song hand job protect TV hold.,Compliant
524,7920,2022-12-31,Passed with minor issues,Arm difficult model than few bar as.,Non-compliant
525,24328,2021-09-25,Failed,Yes of daughter long space energy mind.,Compliant
526,28886,2022-06-29,Passed with minor issues,Loss than between how choice take agent.,Non-compliant
527,37412,2023-10-05,Passed with minor issues,Near sea live available pretty probably.,Non-compliant
528,39530,2023-11-17,Passed with minor issues,None,Compliant
529,34409,2022-09-05,Passed,None,Compliant
530,5790,2023-03-26,Passed,None,Non-compliant
531,38232,2022-12-09,Failed,None,Non-compliant
532,25860,2024-08-18,Passed,None,Compliant
533,49594,2023-03-15,Failed,None,Compliant
534,22277,2022-07-29,Passed with minor issues,Often couple society already about common.,Compliant
535,25031,2024-07-01,Passed with minor issues,Resource them send second.,Compliant
536,2199,2022-01-21,Failed,None,Compliant
537,22783,2023-05-22,Failed,Table certain likely but.,Compliant
538,39962,2023-08-04,Failed,Number point assume contain deal.,Compliant
539,23482,2022-08-05,Passed,None,Non-compliant
540,11055,2023-05-28,Passed,Music energy standard.,Non-compliant
541,37267,2023-03-31,Failed,None,Non-compliant
542,37153,2022-07-14,Failed,Away recently very community order.,Non-compliant
543,9503,2023-09-02,Passed with minor issues,None,Compliant
544,24340,2023-05-31,Failed,None,Compliant
545,5088,2022-01-23,Passed,He fight great spend member believe.,Compliant
546,36227,2022-03-03,Passed with minor issues,None,Non-compliant
547,33415,2024-07-04,Passed with minor issues,None,Non-compliant
548,18174,2021-12-22,Failed,None,Compliant
549,41807,2022-05-03,Failed,Add spring hundred new forget along body.,Non-compliant
550,32575,2024-07-25,Failed,Long open level.,Non-compliant
551,17370,2023-03-04,Passed with minor issues,Person model east me sort.,Non-compliant
552,9651,2022-04-21,Failed,None,Compliant
553,15427,2023-09-15,Failed,Heavy bank decade keep summer lawyer candidate.,Compliant
554,39896,2023-02-11,Passed with minor issues,Everybody focus beyond edge minute hot.,Non-compliant
555,18418,2023-12-28,Failed,Great community paper crime western.,Non-compliant
556,39870,2021-11-08,Passed with minor issues,None,Non-compliant
557,21307,2022-07-14,Passed,None,Non-compliant
558,18439,2024-03-12,Passed with minor issues,Mean call consider similar.,Compliant
559,8640,2023-03-03,Passed,Town reflect this simple.,Non-compliant
560,32081,2024-06-26,Passed,Build whole social evidence surface think.,Compliant
561,29437,2022-02-26,Passed,None,Non-compliant
562,44272,2023-12-02,Passed,Those surface most serious recent democratic inside.,Non-compliant
563,29858,2023-12-17,Failed,High practice ahead else.,Non-compliant
564,45781,2022-12-13,Passed with minor issues,None,Non-compliant
565,9865,2024-06-17,Passed with minor issues,None,Non-compliant
566,37064,2023-10-15,Passed with minor issues,Year large different degree threat institution student.,Compliant
567,29497,2022-02-04,Passed,Rather full describe with radio exist ten.,Compliant
568,7330,2022-10-11,Failed,Loss practice Republican summer partner for admit.,Non-compliant
569,19971,2022-12-01,Passed with minor issues,Recently ok understand style game.,Compliant
570,21736,2024-08-24,Passed,None,Compliant
571,33642,2023-07-30,Failed,Activity different throw himself meeting image.,Non-compliant
572,41869,2024-03-02,Passed with minor issues,None,Non-compliant
573,38929,2022-08-21,Failed,None,Non-compliant
574,10902,2023-12-12,Passed,None,Compliant
575,14080,2023-11-06,Failed,None,Non-compliant
576,24311,2023-12-21,Passed,Wear thing attack plant maintain.,Compliant
577,37049,2024-04-28,Failed,None,Compliant
578,40263,2023-12-09,Failed,Bed help national itself fast director or.,Compliant
579,17426,2021-12-28,Failed,Audience notice use cause expect stage go.,Non-compliant
580,12881,2024-07-23,Failed,Local name there.,Non-compliant
581,38421,2022-08-07,Passed with minor issues,Party party economic most.,Compliant
582,16625,2021-10-11,Passed,None,Non-compliant
583,45462,2022-02-09,Passed with minor issues,None,Non-compliant
584,26044,2022-01-13,Passed,Yard camera even cultural director.,Non-compliant
585,3457,2022-12-11,Passed with minor issues,None,Compliant
586,26861,2023-01-13,Failed,Bill top trip region.,Compliant
587,14474,2024-08-14,Passed with minor issues,None,Compliant
588,13182,2022-06-12,Passed,None,Compliant
589,49413,2021-11-25,Failed,Now into popular beat agency put.,Non-compliant
590,47547,2023-03-15,Failed,None,Non-compliant
591,4970,2022-09-21,Passed with minor issues,None,Non-compliant
592,10956,2024-08-26,Passed with minor issues,Myself camera different major if not.,Non-compliant
593,16008,2023-12-14,Passed with minor issues,Prove letter hard much me his now.,Non-compliant
594,29448,2023-08-17,Passed with minor issues,Back bill building.,Non-compliant
595,7562,2024-07-07,Failed,Class only under bag each.,Compliant
596,34059,2024-08-07,Failed,None,Non-compliant
597,25195,2022-11-30,Passed with minor issues,None,Compliant
598,47756,2023-12-11,Passed,All ready several design.,Non-compliant
599,18500,2023-01-13,Passed,None,Non-compliant
600,4765,2022-03-19,Failed,Democrat join school.,Compliant
601,19016,2023-04-09,Passed,None,Non-compliant
602,49491,2022-03-16,Failed,Small parent month kitchen whose miss chair.,Compliant
603,49401,2023-01-11,Passed with minor issues,Require above somebody.,Non-compliant
604,13247,2022-09-20,Failed,Determine share free low series both ahead might.,Compliant
605,41346,2023-06-01,Failed,Follow often officer special itself kitchen.,Non-compliant
606,32721,2023-08-19,Failed,None,Compliant
607,24649,2023-12-19,Failed,None,Non-compliant
608,31479,2024-02-24,Passed,Raise local either power require this car.,Non-compliant
609,930,2024-04-21,Passed,Already start why building.,Non-compliant
610,23325,2022-10-09,Failed,None,Compliant
611,20485,2021-10-31,Passed,None,Non-compliant
612,22804,2024-02-23,Passed with minor issues,Speak consumer voice stay.,Non-compliant
613,38532,2024-04-22,Failed,Item about city contain just.,Non-compliant
614,10847,2022-08-01,Failed,Miss prove analysis so fly interview audience.,Compliant
615,31692,2022-04-20,Failed,Present between election seat process policy notice.,Non-compliant
616,8377,2022-08-25,Failed,Marriage president away I tonight.,Non-compliant
617,49453,2022-04-03,Passed with minor issues,None,Non-compliant
618,31433,2024-02-02,Failed,None,Non-compliant
619,10020,2023-06-28,Passed with minor issues,Late speech difference feeling.,Compliant
620,48334,2021-10-14,Passed with minor issues,Short back appear.,Non-compliant
621,48479,2024-03-17,Passed,Her care able and medical.,Non-compliant
622,39277,2022-06-20,Passed with minor issues,Face set keep because.,Compliant
623,37413,2024-03-01,Passed with minor issues,Detail you suggest public market person art.,Non-compliant
624,38905,2022-07-17,Passed,None,Compliant
625,4002,2023-11-30,Failed,None,Non-compliant
626,31232,2022-08-27,Failed,None,Non-compliant
627,13326,2021-12-21,Passed,None,Compliant
628,32658,2024-08-07,Passed,Indicate social why way cost name believe approach.,Compliant
629,9216,2023-02-10,Failed,None,Non-compliant
630,22478,2024-01-04,Passed with minor issues,Military model somebody.,Compliant
631,14374,2022-11-03,Failed,None,Compliant
632,29859,2022-01-06,Failed,Bring full or seven.,Non-compliant
633,12242,2021-10-20,Failed,None,Non-compliant
634,36772,2023-02-23,Passed,None,Compliant
635,34768,2024-05-18,Passed with minor issues,None,Compliant
636,20867,2022-09-18,Failed,None,Compliant
637,3951,2023-04-07,Failed,None,Compliant
638,32926,2022-02-01,Failed,None,Non-compliant
639,26575,2022-12-28,Passed,Official describe month stuff.,Non-compliant
640,47765,2024-06-03,Failed,None,Non-compliant
641,48853,2022-08-12,Passed,Up series little as require yes outside.,Non-compliant
642,43521,2021-11-09,Passed with minor issues,Win myself each dinner because.,Compliant
643,872,2024-03-11,Passed with minor issues,Production power listen figure while.,Non-compliant
644,13602,2023-09-19,Failed,Address ever leader professional.,Non-compliant
645,44879,2021-10-28,Passed with minor issues,None,Non-compliant
646,37062,2024-07-21,Failed,None,Compliant
647,445,2023-07-06,Failed,Whether risk former half price system.,Compliant
648,44648,2024-08-06,Passed with minor issues,Mother through skin.,Non-compliant
649,35704,2024-03-15,Passed with minor issues,Right worry experience catch break player beautiful.,Compliant
650,44345,2023-06-07,Passed,None,Non-compliant
651,20173,2022-03-30,Passed with minor issues,Role major coach end.,Compliant
652,42521,2024-05-05,Failed,None,Compliant
653,40245,2024-03-30,Passed with minor issues,None,Non-compliant
654,18710,2022-01-13,Passed with minor issues,Save growth guess its computer.,Non-compliant
655,32282,2022-02-02,Passed with minor issues,None,Compliant
656,31041,2023-03-03,Passed with minor issues,None,Compliant
657,32002,2021-09-25,Failed,None,Non-compliant
658,38660,2024-05-29,Passed with minor issues,Various environment hospital dark avoid act.,Compliant
659,49627,2022-07-12,Failed,They serve hard thus activity.,Compliant
660,7572,2023-02-11,Passed,None,Compliant
661,6355,2024-06-14,Passed,Shoulder behind cup Democrat.,Non-compliant
662,44255,2023-01-01,Failed,None,Non-compliant
663,48990,2023-06-28,Failed,Size laugh project religious dog.,Compliant
664,30999,2023-11-26,Passed with minor issues,None,Compliant
665,36143,2023-05-07,Passed with minor issues,None,Compliant
666,2940,2022-06-08,Failed,Why particular before others under notice without.,Compliant
